600 3 1
0.6386436577947409 -0.04519754470118741 -0.04519754470118741 0.0
0.7370817212274774 -0.016173044694117577 -0.016173044694117577 0.0
0.6386436577947409 -0.043195855045526775 -0.043195855045526775 0.0
1.9074009198166806 0.08991650705585993 0.08991650705585993 0.0
1.8308379815912184 0.035870886353041524 0.035870886353041524 0.0
0.0917655276128703 -0.20633356198181407 -0.20633356198181407 0.0
0.4198924057219926 -0.17630821714691436 -0.17630821714691436 1.0
-2.2269977443582607 -1.6415450450900082 -1.6415450450900082 1.0
-2.8395012501619554 0.7935104210203374 0.7935104210203374 1.0
-0.10511059925260277 -0.12526513092758604 -0.12526513092758604 1.0
-0.4113623521544507 -0.9289435276750609 -0.9289435276750609 1.0
-0.4113623521544507 0.01885652427993193 0.01885652427993193 0.0
0.17926602844197004 -0.02417980331675744 -0.02417980331675744 0.0
-0.8379272936963096 -0.5686393896562671 -0.5686393896562671 1.0
-0.5098004155871873 -0.5796486827623976 -0.5796486827623976 0.0
-1.526993737725466 -0.5916588206963569 -0.5916588206963569 1.0
2.1917775475112533 -0.1582930102459749 -0.1582930102459749 0.0
-0.7941770432817598 6.409250749974367 6.409250749974367 0.0
-0.4113623521544507 -0.3964940792695106 -0.3964940792695106 1.0
0.11364065282014543 -0.12526513092758604 -0.12526513092758604 1.0
-0.4113623521544507 -0.4985802517081686 -0.4985802517081686 1.0
0.802707096849302 0.11493762775160983 0.11493762775160983 0.0
-1.067616108372695 -0.3664687344346113 -0.3664687344346113 0.0
0.45270509353290533 -0.287401993036043 -0.287401993036043 0.0
0.04801527719832082 -0.2813969240690629 -0.2813969240690629 0.0
0.32145434228925607 -0.12626597575541545 -0.12626597575541545 1.0
1.4152106026529971 0.11493762775160983 0.11493762775160983 0.0
-0.6848014172453856 -0.861886924210452 -0.861886924210452 1.0
0.45270509353290533 -0.06521444125778707 -0.06521444125778707 0.0
-0.22542378789261444 -0.036189941250717235 -0.036189941250717235 0.0
0.15739090323469493 -0.31642649304311193 -0.31642649304311193 0.0
-0.8379272936963096 -0.5736436137954174 -0.5736436137954174 1.0
-0.4113623521544507 -0.769809200050094 -0.769809200050094 0.0
1.4152106026529971 -0.02017642400543795 -0.02017642400543795 1.0
-0.4113623521544507 -0.47856335515156895 -0.47856335515156895 1.0
1.1308339749584242 0.521280627850583 0.521280627850583 1.0
-0.5754257912090115 -0.5846529069015474 -0.5846529069015474 1.0
-0.11604816185624034 -0.18331413094172436 -0.18331413094172436 0.0
-0.2801116009108015 -0.4415320965218597 -0.4415320965218597 1.0
-0.4113623521544507 -0.42651942410440985 -0.42651942410440985 1.0
-0.772301918074485 -0.945957889748171 -0.945957889748171 1.0
-0.4113623521544507 0.3461327829803355 0.3461327829803355 0.0
-0.5973009164162862 -0.42551857927658043 -0.42551857927658043 1.0
-1.067616108372695 2.957336938788758 2.957336938788758 1.0
0.9995832237147758 0.11293593809595008 0.11293593809595008 0.0
-0.46605016517263775 -0.597663889663337 -0.597663889663337 1.0
2.323028298754902 0.31910997262892676 0.31910997262892676 0.0
0.32145434228925607 -0.2303538378497341 -0.2303538378497341 0.0
0.9995832237147758 0.0789072139497309 0.0789072139497309 0.0
-1.4832434873109166 0.69142424858168 0.69142424858168 1.0
-0.4113623521544507 0.9056050417372955 0.9056050417372955 0.0
-0.0941730366489652 -0.2793952344134027 -0.2793952344134027 1.0
1.4152106026529971 -0.22735130336624404 -0.22735130336624404 1.0
-1.176991734409069 0.17498831742140836 0.17498831742140836 0.0
-0.9254277945254086 -0.730776251764725 -0.730776251764725 0.0
1.0542710367329629 0.08991650705585993 0.08991650705585993 0.0
0.5511431569656419 -0.3664687344346113 -0.3664687344346113 1.0
0.8683324724711265 -0.26738509647944336 -0.26738509647944336 1.0
-1.067616108372695 -0.3634661999511213 -0.3634661999511213 1.0
0.6386436577947409 -0.2053327171539842 -0.2053327171539842 0.0
1.4152106026529971 0.053886093253981436 0.053886093253981436 0.0
0.5073929065510924 -0.33043832063273193 -0.33043832063273193 1.0
1.4152106026529971 0.25505590364780695 0.25505590364780695 0.0
0.9230202854893137 -0.0011603722766677243 -0.0011603722766677243 0.0
-1.3191800482563554 -0.8368658035147025 -0.8368658035147025 1.0
